customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,paperless_billing,payment_method,internet_service,online_security,tech_support,customer_service_calls,monthly_charges,total_charges,churn
CUST_2871,Female,0,Yes,Yes,52,Two-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,1,18.5,919.13,0
CUST_2872,Male,0,Yes,Yes,5,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,0,58.32,305.9,0
CUST_2873,Female,0,No,No,35,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,0,94.1,3381.97,0
CUST_2874,Male,0,No,No,40,Two-Year,No,Credit Card (automatic),Fiber Optic,No,No,1,80.11,3135.29,0
CUST_2875,Female,0,No,No,14,Month-to-Month,No,Electronic Check,DSL,No,Yes,1,55.26,793.82,0
CUST_2876,Female,0,No,No,36,One-Year,Yes,Mailed Check,Fiber Optic,Yes,No,0,77.1,2893.0,0
CUST_2877,Male,0,Yes,No,44,One-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,0,22.6,955.91,0
CUST_2878,Male,0,No,No,37,One-Year,Yes,Mailed Check,Fiber Optic,No,No,1,67.99,2619.67,0
CUST_2879,Male,0,No,No,69,Two-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,Yes,3,98.26,6685.14,0
CUST_2880,Female,0,No,No,2,Month-to-Month,No,Mailed Check,DSL,No,No,1,48.5,92.21,0
CUST_2881,Male,0,No,No,13,One-Year,Yes,Electronic Check,DSL,No,Yes,1,59.83,747.64,0
CUST_2882,Female,0,No,No,62,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,78.89,5079.39,0
CUST_2883,Male,0,Yes,No,10,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,1,23.46,245.92,0
CUST_2884,Female,0,Yes,Yes,45,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,1,29.22,1366.89,0
CUST_2885,Male,0,No,No,7,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,No,2,55.48,386.09,0
CUST_2886,Female,0,Yes,Yes,39,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,Yes,1,56.21,2293.34,0
CUST_2887,Male,0,No,No,49,Month-to-Month,Yes,Electronic Check,DSL,No,No,1,44.44,2157.28,0
CUST_2888,Female,0,Yes,No,53,One-Year,Yes,Electronic Check,DSL,Yes,No,1,55.79,2842.64,0
CUST_2889,Male,0,No,Yes,5,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,5,20.55,101.12,0
CUST_2890,Male,0,No,No,61,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,2,70.08,4487.95,0
CUST_2891,Male,0,Yes,Yes,11,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,1,69.77,777.14,0
CUST_2892,Female,0,No,No,14,One-Year,No,Electronic Check,No,No internet service,No internet service,2,18.5,254.86,0
CUST_2893,Male,0,No,No,69,One-Year,No,Electronic Check,Fiber Optic,Yes,No,1,86.76,6060.78,0
CUST_2894,Female,0,No,No,54,Month-to-Month,Yes,Mailed Check,DSL,No,No,4,46.5,2493.21,0
CUST_2895,Male,0,Yes,Yes,9,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,2,85.88,738.1,0
CUST_2896,Female,1,Yes,Yes,37,Two-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,0,22.39,803.67,0
CUST_2897,Female,0,Yes,Yes,65,Two-Year,Yes,Mailed Check,DSL,No,No,1,34.37,2126.64,0
CUST_2898,Female,0,Yes,Yes,42,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,0,23.62,967.71,0
CUST_2899,Male,0,No,No,57,Two-Year,No,Mailed Check,No,No internet service,No internet service,2,23.24,1356.41,0
CUST_2900,Male,0,No,No,7,Month-to-Month,No,Mailed Check,Fiber Optic,No,No,2,70.96,481.49,0
CUST_2901,Male,0,No,Yes,67,Month-to-Month,Yes,Mailed Check,Fiber Optic,Yes,No,0,90.68,6092.61,0
CUST_2902,Male,0,No,No,67,One-Year,Yes,Electronic Check,DSL,Yes,No,1,61.18,4181.7,0
CUST_2903,Female,0,No,No,12,One-Year,No,Bank Transfer (automatic),DSL,No,No,1,49.03,591.22,0
CUST_2904,Female,0,Yes,No,9,One-Year,Yes,Mailed Check,Fiber Optic,No,Yes,1,75.2,644.0,0
CUST_2905,Female,0,No,No,66,One-Year,No,Electronic Check,No,No internet service,No internet service,2,25.38,1652.19,0
CUST_2906,Male,0,Yes,Yes,44,One-Year,Yes,Electronic Check,Fiber Optic,No,No,3,72.71,3180.57,0
CUST_2907,Female,0,No,No,15,One-Year,No,Electronic Check,No,No internet service,No internet service,1,18.5,273.14,0
CUST_2908,Male,0,Yes,No,15,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,0,58.28,878.24,0
CUST_2909,Female,0,Yes,No,53,One-Year,Yes,Mailed Check,DSL,No,No,0,38.25,2029.92,0
CUST_2910,Male,0,No,No,68,One-Year,No,Electronic Check,Fiber Optic,Yes,No,2,84.74,5582.22,0
CUST_2911,Male,0,No,No,41,Two-Year,Yes,Mailed Check,Fiber Optic,No,Yes,2,82.73,3477.4,0
CUST_2912,Male,0,No,No,26,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,0,79.61,1999.73,1
CUST_2913,Female,0,No,No,60,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,0,72.82,4351.27,0
CUST_2914,Female,0,Yes,Yes,53,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,Yes,2,53.97,2933.72,0
CUST_2915,Male,0,No,No,41,One-Year,Yes,Mailed Check,DSL,No,No,1,45.48,1901.46,0
CUST_2916,Male,1,Yes,No,14,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,0,74.43,1034.95,0
CUST_2917,Male,0,No,No,65,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,2,80.64,5393.04,0
CUST_2918,Female,0,No,No,67,One-Year,No,Electronic Check,No,No internet service,No internet service,0,18.5,1266.0,0
CUST_2919,Male,0,Yes,Yes,69,Month-to-Month,No,Mailed Check,DSL,Yes,No,1,61.37,4185.64,0
CUST_2920,Female,0,No,No,16,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,2,82.44,1371.21,0
CUST_2921,Female,0,No,No,10,Month-to-Month,Yes,Electronic Check,DSL,Yes,No,2,65.03,627.02,0
CUST_2922,Female,0,Yes,Yes,58,Two-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,1,22.07,1261.94,0
CUST_2923,Male,0,No,No,49,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,2,23.05,1151.79,0
CUST_2924,Female,0,No,No,62,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,2,21.45,1379.5,0
CUST_2925,Female,0,No,No,16,Two-Year,No,Credit Card (automatic),DSL,Yes,No,0,59.23,930.87,0
CUST_2926,Male,0,Yes,No,12,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,Yes,0,84.44,1019.49,0
CUST_2927,Female,0,Yes,No,34,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,Yes,1,71.71,2319.12,0
CUST_2928,Female,0,No,No,49,Month-to-Month,Yes,Electronic Check,DSL,Yes,Yes,3,64.53,3121.13,0
CUST_2929,Male,0,Yes,Yes,71,Two-Year,No,Electronic Check,Fiber Optic,No,No,2,66.56,4645.86,0
CUST_2930,Male,0,No,Yes,24,One-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,84.65,2101.18,0
CUST_2931,Male,0,Yes,No,38,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,1,82.37,2996.71,0
CUST_2932,Female,0,No,No,15,One-Year,No,Electronic Check,DSL,No,Yes,1,53.95,773.81,0
CUST_2933,Male,0,No,No,28,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,0,83.2,2316.25,0
CUST_2934,Female,0,Yes,No,48,Two-Year,Yes,Electronic Check,DSL,Yes,No,1,63.45,3017.39,0
CUST_2935,Female,0,Yes,No,44,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,2,20.77,882.95,0
CUST_2936,Female,0,No,No,39,Two-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,1,83.69,3186.67,0
CUST_2937,Male,0,No,No,47,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,1,21.82,1074.17,0
CUST_2938,Female,0,Yes,No,15,Month-to-Month,Yes,Mailed Check,DSL,No,No,2,42.56,639.24,1
CUST_2939,Male,0,No,No,20,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,93.8,1798.68,1
CUST_2940,Male,0,Yes,No,36,Two-Year,No,Credit Card (automatic),Fiber Optic,No,Yes,0,73.64,2531.68,0
CUST_2941,Female,0,Yes,No,58,Two-Year,Yes,Mailed Check,Fiber Optic,No,Yes,0,78.22,4328.95,0
CUST_2942,Male,0,No,No,46,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,1,69.69,3170.16,0
CUST_2943,Female,0,Yes,Yes,30,One-Year,Yes,Electronic Check,No,No internet service,No internet service,0,18.5,575.29,0
CUST_2944,Male,0,No,No,67,Two-Year,No,Credit Card (automatic),DSL,No,No,5,44.92,3109.84,0
CUST_2945,Male,0,Yes,No,66,Two-Year,No,Electronic Check,No,No internet service,No internet service,0,18.82,1225.71,0
CUST_2946,Male,0,Yes,No,51,One-Year,Yes,Bank Transfer (automatic),DSL,No,No,1,50.29,2635.17,0
CUST_2947,Female,0,Yes,Yes,53,One-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,Yes,1,102.09,5547.26,0
CUST_2948,Female,0,No,No,44,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,69.78,3065.1,0
CUST_2949,Female,0,No,No,22,Month-to-Month,No,Mailed Check,DSL,Yes,Yes,0,70.51,1536.39,0
CUST_2950,Male,0,No,No,55,Two-Year,Yes,Electronic Check,DSL,Yes,No,3,61.84,3292.55,0
CUST_2951,Male,0,Yes,No,4,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,2,69.98,273.73,1
CUST_2952,Female,0,Yes,No,38,Two-Year,No,Credit Card (automatic),No,No internet service,No internet service,3,21.68,810.55,0
CUST_2953,Male,0,No,No,61,One-Year,No,Electronic Check,DSL,Yes,No,0,51.43,3235.34,0
CUST_2954,Male,0,Yes,Yes,2,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,2,22.07,44.37,0
CUST_2955,Female,0,No,No,19,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,0,50.11,923.61,0
CUST_2956,Male,0,Yes,No,27,Two-Year,Yes,Mailed Check,Fiber Optic,Yes,Yes,1,89.53,2319.61,0
CUST_2957,Female,0,No,No,17,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,2,38.36,651.9,0
CUST_2958,Female,0,Yes,No,23,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,2,87.18,2038.49,0
CUST_2959,Male,0,No,No,18,One-Year,No,Electronic Check,DSL,Yes,No,1,55.73,1035.13,1
CUST_2960,Male,0,Yes,No,14,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,78.88,1137.15,0
CUST_2961,Male,0,Yes,No,68,One-Year,Yes,Mailed Check,Fiber Optic,Yes,No,3,82.39,5784.13,0
CUST_2962,Female,0,Yes,Yes,68,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,1,79.81,5398.78,0
CUST_2963,Female,0,Yes,No,19,Month-to-Month,No,Mailed Check,Fiber Optic,Yes,No,1,77.86,1533.43,1
CUST_2964,Male,0,Yes,Yes,11,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,0,87.9,961.54,1
CUST_2965,Male,0,No,Yes,16,One-Year,No,Electronic Check,DSL,No,Yes,3,64.22,993.42,0
CUST_2966,Female,0,No,No,46,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,2,63.67,2898.76,0
CUST_2967,Female,0,No,No,31,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,0,81.0,2470.83,0
CUST_2968,Male,0,No,Yes,18,One-Year,No,Mailed Check,DSL,No,No,0,55.47,987.69,0
CUST_2969,Male,0,No,No,43,Two-Year,Yes,Credit Card (automatic),DSL,No,No,1,50.31,2197.64,0
CUST_2970,Male,0,Yes,Yes,36,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,Yes,1,93.8,3429.79,0
CUST_2971,Female,0,Yes,Yes,55,One-Year,No,Bank Transfer (automatic),DSL,No,No,5,54.08,2892.57,0
CUST_2972,Female,0,Yes,No,30,Two-Year,Yes,Credit Card (automatic),DSL,No,Yes,1,48.82,1437.64,0
CUST_2973,Male,0,No,No,60,Two-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,2,19.17,1161.17,0
CUST_2974,Female,1,Yes,Yes,31,One-Year,Yes,Credit Card (automatic),DSL,Yes,No,1,64.04,1902.68,0
CUST_2975,Male,0,Yes,No,71,Month-to-Month,No,Mailed Check,Fiber Optic,No,Yes,0,80.64,5833.46,0
CUST_2976,Male,0,No,Yes,44,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,3,74.69,3180.83,0
CUST_2977,Male,0,Yes,No,18,One-Year,Yes,Credit Card (automatic),DSL,Yes,Yes,0,65.08,1212.52,0
CUST_2978,Female,0,No,No,13,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,4,79.36,1021.53,0
CUST_2979,Male,0,No,Yes,1,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,3,21.55,20.95,1
CUST_2980,Female,0,Yes,No,40,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,2,72.65,2954.77,0
CUST_2981,Male,0,Yes,No,67,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,5,70.83,4771.25,0
CUST_2982,Male,0,No,No,31,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,0,80.35,2409.13,0
CUST_2983,Male,0,No,No,33,Month-to-Month,No,Bank Transfer (automatic),DSL,No,Yes,1,53.28,1815.76,0
CUST_2984,Female,0,Yes,Yes,5,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,No,2,66.45,330.7,0
CUST_2985,Male,0,No,Yes,29,One-Year,Yes,Electronic Check,Fiber Optic,No,Yes,4,83.4,2334.49,1
CUST_2986,Female,0,No,No,42,Two-Year,No,Credit Card (automatic),No,No internet service,No internet service,1,24.42,1056.02,0
CUST_2987,Male,0,Yes,No,69,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,1,73.95,4915.51,0
CUST_2988,Male,0,Yes,Yes,15,Two-Year,Yes,Electronic Check,Fiber Optic,Yes,No,1,80.11,1257.89,0
CUST_2989,Male,0,No,No,71,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,2,82.2,5802.24,0
CUST_2990,Male,1,Yes,No,37,One-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,1,18.5,700.12,0
CUST_2991,Male,0,No,No,56,One-Year,Yes,Electronic Check,DSL,No,No,0,48.08,2679.55,0
CUST_2992,Male,0,Yes,Yes,15,One-Year,Yes,Mailed Check,DSL,No,Yes,2,56.37,819.13,0
CUST_2993,Female,0,No,No,31,One-Year,Yes,Electronic Check,Fiber Optic,No,No,0,76.51,2433.03,0
CUST_2994,Female,0,No,No,47,One-Year,No,Credit Card (automatic),DSL,Yes,Yes,2,62.57,2878.84,0
CUST_2995,Male,0,No,No,5,Month-to-Month,Yes,Electronic Check,DSL,No,No,0,47.02,239.39,0
CUST_2996,Male,0,Yes,No,67,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,Yes,2,92.19,6026.87,0
CUST_2997,Male,0,Yes,Yes,40,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,0,79.07,3080.92,0
CUST_2998,Male,0,No,No,25,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,2,20.65,514.05,0
CUST_2999,Male,0,Yes,No,9,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,No,2,80.6,748.34,0
CUST_3000,Female,0,Yes,Yes,13,Two-Year,Yes,Credit Card (automatic),DSL,Yes,No,3,60.59,796.62,0
CUST_3001,Male,0,No,No,5,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,0,62.0,296.5,0
CUST_3002,Male,0,Yes,Yes,64,One-Year,No,Bank Transfer (automatic),DSL,No,No,3,40.19,2632.31,0
CUST_3003,Male,0,Yes,No,70,Month-to-Month,No,Electronic Check,Fiber Optic,No,Yes,1,78.04,5506.38,0
CUST_3004,Male,1,Yes,Yes,3,One-Year,No,Credit Card (automatic),Fiber Optic,Yes,Yes,2,97.53,296.21,1
CUST_3005,Female,0,No,No,28,One-Year,No,Electronic Check,DSL,Yes,Yes,1,68.28,1883.85,0
CUST_3006,Male,0,No,No,14,Two-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,0,18.5,260.45,0
CUST_3007,Male,0,Yes,Yes,7,One-Year,No,Electronic Check,No,No internet service,No internet service,1,21.64,149.54,0
CUST_3008,Female,0,Yes,No,50,Two-Year,No,Electronic Check,Fiber Optic,Yes,Yes,1,94.9,4546.42,0
CUST_3009,Male,0,Yes,Yes,45,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,81.22,3780.79,0
CUST_3010,Female,0,No,No,68,One-Year,No,Bank Transfer (automatic),DSL,Yes,No,0,55.01,3807.27,0
CUST_3011,Female,0,Yes,No,7,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,3,78.38,558.01,1
CUST_3012,Male,0,No,No,56,One-Year,No,Electronic Check,DSL,Yes,No,0,62.71,3404.19,0
CUST_3013,Female,0,Yes,No,40,Two-Year,Yes,Electronic Check,DSL,No,Yes,1,62.98,2560.41,0
CUST_3014,Male,0,No,No,52,One-Year,Yes,Electronic Check,DSL,Yes,Yes,0,63.76,3226.67,0
CUST_3015,Female,0,Yes,No,15,Month-to-Month,Yes,Mailed Check,DSL,No,No,1,43.45,663.97,0
CUST_3016,Male,0,No,No,54,One-Year,Yes,Mailed Check,Fiber Optic,No,No,2,71.81,3813.19,0
CUST_3017,Male,0,Yes,No,30,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,0,53.4,1547.13,1
CUST_3018,Female,0,Yes,No,57,Two-Year,Yes,Bank Transfer (automatic),DSL,No,Yes,1,59.97,3557.16,0
CUST_3019,Female,0,No,No,53,One-Year,No,Credit Card (automatic),DSL,Yes,Yes,2,69.87,3556.71,0
CUST_3020,Female,0,No,No,29,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,2,73.33,2182.24,0
CUST_3021,Female,0,Yes,Yes,20,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,Yes,2,91.28,1752.9,1
CUST_3022,Male,0,No,No,42,Two-Year,No,Electronic Check,No,No internet service,No internet service,1,18.5,791.35,0
CUST_3023,Male,0,No,Yes,69,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,Yes,0,74.86,4964.09,0
CUST_3024,Male,0,No,No,23,Month-to-Month,No,Mailed Check,No,No internet service,No internet service,0,18.5,425.88,0
CUST_3025,Male,0,Yes,No,60,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,2,59.82,3477.22,0
CUST_3026,Male,0,No,Yes,69,Month-to-Month,No,Mailed Check,No,No internet service,No internet service,0,22.25,1591.53,0
CUST_3027,Female,0,No,No,55,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,2,87.66,4773.8,0
CUST_3028,Male,0,Yes,Yes,50,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,1,82.43,3921.78,0
CUST_3029,Male,0,No,No,30,One-Year,Yes,Bank Transfer (automatic),DSL,No,Yes,2,53.9,1637.72,0
CUST_3030,Male,0,Yes,Yes,72,Two-Year,No,Electronic Check,DSL,No,No,0,46.16,3305.29,0
CUST_3031,Female,0,Yes,Yes,46,One-Year,No,Bank Transfer (automatic),DSL,No,Yes,2,63.93,3046.57,0
CUST_3032,Female,0,No,No,11,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,1,46.59,509.06,0
CUST_3033,Female,0,No,No,27,Month-to-Month,Yes,Mailed Check,No,No internet service,No internet service,1,18.5,495.06,0
CUST_3034,Male,0,Yes,Yes,20,Month-to-Month,No,Electronic Check,Fiber Optic,No,No,0,69.57,1385.01,0
CUST_3035,Female,0,Yes,No,27,Month-to-Month,No,Electronic Check,DSL,Yes,No,1,58.2,1627.95,0
CUST_3036,Male,0,No,No,33,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,0,70.66,2352.03,0
CUST_3037,Female,0,Yes,Yes,16,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,0,82.11,1336.01,0
CUST_3038,Female,0,No,No,62,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,86.12,5457.13,0
CUST_3039,Male,0,No,No,23,Month-to-Month,No,Electronic Check,DSL,No,Yes,0,65.3,1567.61,1
CUST_3040,Male,0,Yes,No,38,Two-Year,No,Electronic Check,DSL,Yes,Yes,0,73.0,2867.63,0
CUST_3041,Female,0,No,No,65,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,1,22.69,1537.87,0
CUST_3042,Male,0,No,No,55,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,1,86.33,4673.75,0
CUST_3043,Female,0,Yes,Yes,8,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,Yes,3,84.78,658.9,0
CUST_3044,Male,0,No,No,71,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,2,82.78,5703.05,0
CUST_3045,Male,0,No,No,38,One-Year,No,Electronic Check,Fiber Optic,Yes,Yes,2,91.88,3616.36,0
CUST_3046,Male,0,No,No,50,Month-to-Month,No,Mailed Check,Fiber Optic,No,No,2,67.88,3506.2,0
CUST_3047,Male,0,No,No,59,Two-Year,Yes,Electronic Check,Fiber Optic,Yes,No,1,82.15,4919.75,0
CUST_3048,Male,0,Yes,Yes,25,Month-to-Month,No,Mailed Check,Fiber Optic,Yes,No,3,83.37,1993.16,0
CUST_3049,Male,0,Yes,Yes,30,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,74.75,2201.7,0
CUST_3050,Female,0,Yes,Yes,2,Two-Year,No,Electronic Check,DSL,Yes,No,0,56.77,116.2,0
CUST_3051,Male,0,Yes,Yes,8,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,3,18.8,146.62,1
CUST_3052,Female,0,Yes,No,28,Month-to-Month,No,Credit Card (automatic),DSL,No,No,2,46.29,1312.2,1
CUST_3053,Female,0,No,No,5,Two-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,1,21.92,110.07,0
CUST_3054,Female,0,No,Yes,21,Month-to-Month,Yes,Electronic Check,DSL,No,No,0,42.88,879.11,1
CUST_3055,Male,0,No,No,29,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,0,67.33,2037.38,1
CUST_3056,Male,0,No,No,21,One-Year,Yes,Bank Transfer (automatic),DSL,No,No,1,47.78,978.97,0
CUST_3057,Male,0,No,Yes,42,One-Year,Yes,Bank Transfer (automatic),DSL,No,No,1,44.71,1951.95,0
CUST_3058,Female,0,No,No,56,One-Year,No,Credit Card (automatic),Fiber Optic,No,No,2,74.92,4212.69,1
CUST_3059,Female,0,No,No,3,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,0,21.32,61.35,0
CUST_3060,Male,0,Yes,Yes,58,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,1,56.92,3411.5,0
CUST_3061,Male,0,No,No,16,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,Yes,0,77.49,1275.97,0
CUST_3062,Female,0,No,No,60,One-Year,Yes,Mailed Check,DSL,No,No,3,45.24,2804.24,0
CUST_3063,Male,0,Yes,Yes,44,One-Year,No,Bank Transfer (automatic),DSL,No,No,5,41.28,1841.41,0
CUST_3064,Female,0,No,No,49,One-Year,Yes,Credit Card (automatic),DSL,No,No,1,40.08,2005.48,0
CUST_3065,Female,0,No,No,18,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,0,76.25,1428.37,0
CUST_3066,Female,0,Yes,No,21,Month-to-Month,Yes,Mailed Check,DSL,No,No,2,43.26,874.64,0
CUST_3067,Male,0,No,No,10,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,Yes,0,85.77,821.94,0
CUST_3068,Male,0,Yes,No,18,One-Year,Yes,Electronic Check,No,No internet service,No internet service,5,18.5,320.52,0
CUST_3069,Female,0,Yes,Yes,1,Month-to-Month,No,Credit Card (automatic),DSL,No,No,0,42.36,43.93,0
CUST_3070,Female,0,No,No,66,One-Year,No,Electronic Check,DSL,No,No,3,42.0,2789.45,0
CUST_3071,Male,0,No,No,19,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,4,84.95,1561.77,0
CUST_3072,Male,0,No,No,18,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,1,71.99,1249.39,0
CUST_3073,Female,0,No,No,5,Month-to-Month,No,Mailed Check,Fiber Optic,No,Yes,1,76.91,382.45,0
CUST_3074,Female,0,Yes,No,48,Two-Year,Yes,Credit Card (automatic),DSL,No,No,3,39.54,1957.84,0
CUST_3075,Female,0,No,No,37,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,1,72.13,2750.26,0
CUST_3076,Female,1,No,No,7,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,2,62.44,452.43,0
CUST_3077,Male,0,No,No,3,Two-Year,No,Mailed Check,Fiber Optic,No,Yes,1,87.24,268.76,0
CUST_3078,Male,0,Yes,Yes,57,Month-to-Month,No,Bank Transfer (automatic),DSL,Yes,No,0,54.1,2948.52,0
CUST_3079,Female,0,No,No,40,One-Year,Yes,Mailed Check,Fiber Optic,No,No,0,68.47,2799.1,0
CUST_3080,Female,0,No,No,51,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,2,72.1,3684.07,0
CUST_3081,Male,0,No,No,56,Month-to-Month,No,Bank Transfer (automatic),DSL,Yes,No,1,59.38,3400.57,0
CUST_3082,Male,0,No,No,4,Month-to-Month,No,Electronic Check,DSL,No,No,1,46.0,183.71,1
CUST_3083,Female,0,Yes,No,48,Two-Year,No,Mailed Check,DSL,Yes,No,2,55.55,2662.01,0
CUST_3084,Male,0,No,Yes,3,Month-to-Month,No,Electronic Check,DSL,Yes,No,2,58.9,170.09,1
CUST_3085,Male,0,No,No,26,One-Year,No,Electronic Check,No,No internet service,No internet service,1,20.66,558.93,0
CUST_3086,Female,0,Yes,No,2,Month-to-Month,Yes,Mailed Check,Fiber Optic,Yes,No,3,82.8,163.52,0
CUST_3087,Female,0,No,No,14,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,1,97.57,1377.23,1
CUST_3088,Female,0,No,No,66,One-Year,Yes,Electronic Check,DSL,Yes,Yes,4,73.45,4705.74,0
CUST_3089,Male,0,Yes,No,66,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,0,21.4,1393.88,0
CUST_3090,Female,0,No,No,37,One-Year,No,Mailed Check,DSL,No,Yes,1,58.18,2232.43,0
CUST_3091,Female,0,Yes,Yes,38,Month-to-Month,No,Credit Card (automatic),DSL,No,No,1,44.38,1637.47,0
CUST_3092,Female,0,Yes,Yes,2,Month-to-Month,No,Mailed Check,Fiber Optic,Yes,Yes,0,94.53,183.5,1
CUST_3093,Female,0,No,No,7,Month-to-Month,No,Electronic Check,DSL,No,No,1,48.04,328.23,1
CUST_3094,Male,0,Yes,No,17,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,1,71.98,1232.8,1
